,0,T_ref,T_res
184,SolarArrays,9.07502596947694,20.24913290054093
185,SolarArrays,24.911952510616906,38.01330287988253
186,SolarArrays,24.376576205480944,37.40899468591215
187,SolarArrays,7.147016820518104,18.179959921427383
188,SolarArrays,22.87334730330957,35.275497124392075
189,SolarArrays,28.77010727975988,41.95963360786635
190,SolarArrays,28.37023465485896,41.48727773487974
191,SolarArrays,21.72588372369637,33.990785678776376
192,SolarArrays,28.75003869002006,41.51775857254563
193,SolarArrays,31.462698560586766,44.63279992976635
194,SolarArrays,31.147247813227693,44.26483154412006
195,SolarArrays,27.923438633362988,40.58090623537868
